X,Y,Z
0.45454545454545414,-5.0,-0.9528721336041687
0.5555555555555554,-5.0,-0.949743600814542
0.6565656565656566,-5.0,-0.9458689677445707
0.7575757575757578,-5.0,-0.941184484073081
0.8585858585858581,-5.0,-0.9356173753154952
0.9595959595959593,-5.0,-0.9290865826000181
1.0606060606060606,-5.0,-0.9215036075723673
1.1616161616161618,-5.0,-0.9127734611529809
1.262626262626262,-5.0,-0.9027957141214786
1.3636363636363633,-5.0,-0.8914656465988167
1.4646464646464645,-5.0,-0.878675492446294
1.5656565656565657,-5.0,-0.8643157734160596
1.666666666666667,-5.0,-0.8482767165888189
1.7676767676767673,-5.0,-0.8304497472442492
1.8686868686868685,-5.0,-0.8107290478552427
1.9696969696969697,-5.0,-0.7890131724084035
2.070707070707071,-5.0,-0.7652067037624772
2.1717171717171713,-5.0,-0.7392219402969455
2.2727272727272725,-5.0,-0.7109805967089277
2.3737373737373737,-5.0,-0.6804155025214588
2.474747474747475,-5.0,-0.647472280702706
2.5757575757575752,-5.0,-0.6121109877947405
2.6767676767676765,-5.0,-0.5743076961405249
2.7777777777777777,-5.0,-0.5340559982045119
2.878787878787879,-5.0,-0.4913684126278692
2.9797979797979792,-5.0,-0.44627767156251885
3.0808080808080813,-5.0,-0.3988378690033175
3.1818181818181817,-5.0,-0.34912545029513187
3.282828282828282,-5.0,-0.29724002373725306
3.383838383838384,-5.0,-0.24330497624287348
3.4848484848484844,-5.0,-0.18746787633340714
3.5858585858585865,-5.0,-0.1299006493486267
3.686868686868687,-5.0,-0.07079951162263717
3.787878787878787,-5.0,-0.010384652496372675
3.8888888888888893,-5.0,0.051100344609596095
3.9898989898989896,-5.0,0.11338934827627266
4.09090909090909,-5.0,0.17619479579151537
4.191919191919192,-5.0,0.23920908105240687
4.292929292929292,-5.0,0.3021062112202225
4.3939393939393945,-5.0,0.364543726579847
4.494949494949495,-5.0,0.42616487490195226
4.595959595959595,-5.0,0.4866010284404511
4.696969696969697,-5.0,0.5454743285580685
4.797979797979798,-5.0,0.6024005398983897
4.8989898989899,-5.0,0.6569920930522238
5.0,-5.0,0.7088612918380417
-5.0,-4.898989898989899,0.6569920930522233
-4.898989898989899,-4.898989898989899,0.6012245287216547
-4.797979797979798,-4.898989898989899,0.5429782943403733
-4.696969696969697,-4.898989898989899,0.4826573162961602
-4.595959595959596,-4.898989898989899,0.4206632477916093
-4.494949494949495,-4.898989898989899,0.3573921982659589
-4.393939393939394,-4.898989898989899,0.29323164717610056
-4.292929292929293,-4.898989898989899,0.22855756599382024
-4.191919191919192,-4.898989898989899,0.1637317692551949
-4.090909090909091,-4.898989898989899,0.09909951233871539
-3.9898989898989896,-4.898989898989899,0.034987350391615796
-3.888888888888889,-4.898989898989899,-0.028298730490259733
-3.787878787878788,-4.898989898989899,-0.09047490205400158
-3.686868686868687,-4.898989898989899,-0.15128079818382498
-3.5858585858585856,-4.898989898989899,-0.21048053347207707
-3.484848484848485,-4.898989898989899,-0.2678634379831015
-3.383838383838384,-4.898989898989899,-0.3232445131308966
-3.282828282828283,-4.898989898989899,-0.3764646164259725
-3.1818181818181817,-4.898989898989899,-0.42739038548010067
-3.080808080808081,-4.898989898989899,-0.4759139140622763
-2.9797979797979797,-4.898989898989899,-0.5219521951510354
-2.878787878787879,-4.898989898989899,-0.5654463478072157
-2.7777777777777777,-4.898989898989899,-0.6063606462811473
-2.676767676767677,-4.898989898989899,-0.6446813710574029
-2.5757575757575757,-4.898989898989899,-0.6804155025214594
-2.474747474747475,-4.898989898989899,-0.7135892786033692
-2.3737373737373737,-4.898989898989899,-0.744246638116032
-2.272727272727273,-4.898989898989899,-0.7724475715668914
-2.1717171717171717,-4.898989898989899,-0.7982664009935627
-2.070707070707071,-4.898989898989899,-0.8217900098722221
-1.9696969696969697,-4.898989898989899,-0.8431160433932469
-1.868686868686869,-4.898989898989899,-0.8623510984162557
-1.7676767676767677,-4.898989898989899,-0.8796089212347118
-1.6666666666666665,-4.898989898989899,-0.8950086299302557
-1.5656565656565657,-4.898989898989899,-0.9086729766131122
-1.4646464646464645,-4.898989898989899,-0.9207266632634973
-1.3636363636363638,-4.898989898989899,-0.9312947232473664
-1.2626262626262625,-4.898989898989899,-0.9405009789159292
-1.1616161616161618,-4.898989898989899,-0.9484665840494718
-1.0606060606060606,-4.898989898989899,-0.955308658308123
-0.9595959595959593,-4.898989898989899,-0.9611390193388244
-0.858585858585859,-4.898989898989899,-0.9660630167891979
-0.7575757575757578,-4.898989898989899,-0.9701784712212443
-0.6565656565656566,-4.898989898989899,-0.9735747198218838
-0.5555555555555554,-4.898989898989899,-0.976331769888475
-0.45454545454545503,-4.898989898989899,-0.9785195603345842
-0.3535353535353538,-4.898989898989899,-0.9801973309166929
-0.2525252525252526,-4.898989898989899,-0.981413098521727
-0.15151515151515138,-4.898989898989899,-0.9822032396670077
-0.050505050505050164,-4.898989898989899,-0.9825921783309262
0.050505050505050164,-4.898989898989899,-0.9825921783309262
0.15151515151515138,-4.898989898989899,-0.9822032396670077
0.2525252525252526,-4.898989898989899,-0.981413098521727
0.3535353535353538,-4.898989898989899,-0.9801973309166929
0.45454545454545414,-4.898989898989899,-0.9785195603345842
0.5555555555555554,-4.898989898989899,-0.976331769888475
0.6565656565656566,-4.898989898989899,-0.9735747198218838
0.7575757575757578,-4.898989898989899,-0.9701784712212443
0.8585858585858581,-4.898989898989899,-0.9660630167891979
0.9595959595959593,-4.898989898989899,-0.9611390193388244
1.0606060606060606,-4.898989898989899,-0.955308658308123
1.1616161616161618,-4.898989898989899,-0.9484665840494718
1.262626262626262,-4.898989898989899,-0.9405009789159292
1.3636363636363633,-4.898989898989899,-0.9312947232473664
1.4646464646464645,-4.898989898989899,-0.9207266632634973
1.5656565656565657,-4.898989898989899,-0.9086729766131122
1.666666666666667,-4.898989898989899,-0.8950086299302557
1.7676767676767673,-4.898989898989899,-0.8796089212347118
1.8686868686868685,-4.898989898989899,-0.8623510984162557
1.9696969696969697,-4.898989898989899,-0.8431160433932469
2.070707070707071,-4.898989898989899,-0.8217900098722221
2.1717171717171713,-4.898989898989899,-0.7982664009935627
2.2727272727272725,-4.898989898989899,-0.7724475715668914
2.3737373737373737,-4.898989898989899,-0.744246638116032
2.474747474747475,-4.898989898989899,-0.7135892786033692
2.5757575757575752,-4.898989898989899,-0.6804155025214594
2.6767676767676765,-4.898989898989899,-0.6446813710574035
2.7777777777777777,-4.898989898989899,-0.6063606462811473
2.878787878787879,-4.898989898989899,-0.5654463478072157
2.9797979797979792,-4.898989898989899,-0.5219521951510354
3.0808080808080813,-4.898989898989899,-0.4759139140622763
3.1818181818181817,-4.898989898989899,-0.42739038548010067
3.282828282828282,-4.898989898989899,-0.3764646164259733
3.383838383838384,-4.898989898989899,-0.3232445131308966
3.4848484848484844,-4.898989898989899,-0.26786343798310236
3.5858585858585865,-4.898989898989899,-0.21048053347207707
3.686868686868687,-4.898989898989899,-0.15128079818382498
3.787878787878787,-4.898989898989899,-0.09047490205400245
3.8888888888888893,-4.898989898989899,-0.028298730490259733
3.9898989898989896,-4.898989898989899,0.034987350391615796
4.09090909090909,-4.898989898989899,0.0990995123387145
4.191919191919192,-4.898989898989899,0.1637317692551949
4.292929292929292,-4.898989898989899,0.22855756599382024
4.3939393939393945,-4.898989898989899,0.2932316471761014
4.494949494949495,-4.898989898989899,0.3573921982659589
4.595959595959595,-4.898989898989899,0.42066324779160846
4.696969696969697,-4.898989898989899,0.4826573162961602
4.797979797979798,-4.898989898989899,0.5429782943403733
4.8989898989899,-4.898989898989899,0.6012245287216553
5.0,-4.898989898989899,0.6569920930522233
-5.0,-4.797979797979798,0.6024005398983897
-4.898989898989899,-4.797979797979798,0.5429782943403733
-4.797979797979798,-4.797979797979798,0.48133997787894856
-4.696969696969697,-4.797979797979798,0.41790473252180016
-4.595959595959596,-4.797979797979798,0.353087191215831
-4.494949494949495,-4.797979797979798,0.28729415184477736
-4.393939393939394,-4.797979797979798,0.22092145588384077
-4.292929292929293,-4.797979797979798,0.1543510954806722
-4.191919191919192,-4.797979797979798,0.0879485695132407
-4.090909090909091,-4.797979797979798,0.02206050582272844
-3.9898989898989896,-4.797979797979798,-0.042987436623964495
-3.888888888888889,-4.797979797979798,-0.10689237537946178
-3.787878787878788,-4.797979797979798,-0.16937571520396888
-3.686868686868687,-4.797979797979798,-0.23018435849260718
-3.5858585858585856,-4.797979797979798,-0.2890916155225718
-3.484848484848485,-4.797979797979798,-0.34589781786811574
-3.383838383838384,-4.797979797979798,-0.4004306414447853
-3.282828282828283,-4.797979797979798,-0.45254514856897593
-3.1818181818181817,-4.797979797979798,-0.5021235611227687
-3.080808080808081,-4.797979797979798,-0.549074779368735
-2.9797979797979797,-4.797979797979798,-0.5933336631399142
-2.878787878787879,-4.797979797979798,-0.6348600940159035
-2.7777777777777777,-4.797979797979798,-0.6736378386703046
-2.676767676767677,-4.797979797979798,-0.7096732348258864
-2.5757575757575757,-4.797979797979798,-0.7429937221746271
-2.474747474747475,-4.797979797979798,-0.7736462412082208
-2.3737373737373737,-4.797979797979798,-0.8016955231635285
-2.272727272727273,-4.797979797979798,-0.8272222942249517
-2.1717171717171717,-4.797979797979798,-0.8503214167547549
-2.070707070707071,-4.797979797979798,-0.8710999896610637
-1.9696969696969697,-4.797979797979798,-0.8896754290842768
-1.868686868686869,-4.797979797979798,-0.9061735494131922
-1.7676767676767677,-4.797979797979798,-0.9207266632634973
-1.6666666666666665,-4.797979797979798,-0.9334717174982258
-1.5656565656565657,-4.797979797979798,-0.944548480680178
-1.4646464646464645,-4.797979797979798,-0.9540977955602128
-1.3636363636363638,-4.797979797979798,-0.9622599083643032
-1.2626262626262625,-4.797979797979798,-0.9691728847884665
-1.1616161616161618,-4.797979797979798,-0.9749711207858142
-1.0606060606060606,-4.797979797979798,-0.9797839544742808
-0.9595959595959593,-4.797979797979798,-0.983734383844783
-0.858585858585859,-4.797979797979798,-0.9869378934416341
-0.7575757575757578,-4.797979797979798,-0.9895013918493958
-0.6565656565656566,-4.797979797979798,-0.9915222606765697
-0.5555555555555554,-4.797979797979798,-0.9930875147938072
-0.45454545454545503,-4.797979797979798,-0.9942730728725141
-0.3535353535353538,-4.797979797979798,-0.9951431367811158
-0.2525252525252526,-4.797979797979798,-0.9957496781251619
-0.15151515151515138,-4.797979797979798,-0.996132030150469
-0.050505050505050164,-4.797979797979798,-0.9963165833447182
0.050505050505050164,-4.797979797979798,-0.9963165833447182
0.15151515151515138,-4.797979797979798,-0.996132030150469
0.2525252525252526,-4.797979797979798,-0.9957496781251619
0.3535353535353538,-4.797979797979798,-0.9951431367811158
0.45454545454545414,-4.797979797979798,-0.9942730728725141
0.5555555555555554,-4.797979797979798,-0.9930875147938072
0.6565656565656566,-4.797979797979798,-0.9915222606765697
0.7575757575757578,-4.797979797979798,-0.9895013918493958
0.8585858585858581,-4.797979797979798,-0.9869378934416341
0.9595959595959593,-4.797979797979798,-0.983734383844783
1.0606060606060606,-4.797979797979798,-0.9797839544742808
1.1616161616161618,-4.797979797979798,-0.9749711207858142
1.262626262626262,-4.797979797979798,-0.9691728847884665
1.3636363636363633,-4.797979797979798,-0.9622599083643032
1.4646464646464645,-4.797979797979798,-0.9540977955602128
1.5656565656565657,-4.797979797979798,-0.944548480680178
1.666666666666667,-4.797979797979798,-0.9334717174982258
1.7676767676767673,-4.797979797979798,-0.9207266632634973
1.8686868686868685,-4.797979797979798,-0.9061735494131922
1.9696969696969697,-4.797979797979798,-0.8896754290842768
2.070707070707071,-4.797979797979798,-0.8710999896610637
2.1717171717171713,-4.797979797979798,-0.8503214167547549
2.2727272727272725,-4.797979797979798,-0.8272222942249517
2.3737373737373737,-4.797979797979798,-0.8016955231635285
2.474747474747475,-4.797979797979798,-0.7736462412082208
2.5757575757575752,-4.797979797979798,-0.7429937221746271
2.6767676767676765,-4.797979797979798,-0.7096732348258864
2.7777777777777777,-4.797979797979798,-0.6736378386703046
2.878787878787879,-4.797979797979798,-0.6348600940159035
2.9797979797979792,-4.797979797979798,-0.5933336631399142
3.0808080808080813,-4.797979797979798,-0.549074779368735
3.1818181818181817,-4.797979797979798,-0.5021235611227687
3.282828282828282,-4.797979797979798,-0.4525451485689767
3.383838383838384,-4.797979797979798,-0.4004306414447853
3.4848484848484844,-4.797979797979798,-0.34589781786811574
3.5858585858585865,-4.797979797979798,-0.2890916155225718
3.686868686868687,-4.797979797979798,-0.23018435849260718
3.787878787878787,-4.797979797979798,-0.16937571520396974
3.8888888888888893,-4.797979797979798,-0.10689237537946178
3.9898989898989896,-4.797979797979798,-0.042987436623964495
4.09090909090909,-4.797979797979798,0.022060505822727554
4.191919191919192,-4.797979797979798,0.0879485695132407
4.292929292929292,-4.797979797979798,0.1543510954806722
4.3939393939393945,-4.797979797979798,0.22092145588384163
4.494949494949495,-4.797979797979798,0.28729415184477736
4.595959595959595,-4.797979797979798,0.35308719121583015
4.696969696969697,-4.797979797979798,0.41790473252180016
4.797979797979798,-4.797979797979798,0.48133997787894856
4.8989898989899,-4.797979797979798,0.542978294340374
5.0,-4.797979797979798,0.6024005398983897
-5.0,-4.696969696969697,0.5454743285580685
-4.898989898989899,-4.696969696969697,0.4826573162961602
-4.797979797979798,-4.696969696969697,0.41790473252180016
-4.696969696969697,-4.696969696969697,0.35164985591992803
-4.595959595959596,-4.696969696969697,0.28431913616342525
-4.494949494949495,-4.696969696969697,0.21632882066943113
-4.393939393939394,-4.696969696969697,0.14808180683654346
-4.292929292929293,-4.696969696969697,0.0799647433797036
-4.191919191919192,-4.696969696969697,0.012345400958584343
-4.090909090909091,-4.696969696969697,-0.05442967125419226
-3.9898989898989896,-4.696969696969697,-0.12003719005239501
-3.888888888888889,-4.696969696969697,-0.1841788743835136
-3.787878787878788,-4.696969696969697,-0.24658286757253928
-3.686868686868687,-4.696969696969697,-0.3070048435294993
-3.5858585858585856,-4.696969696969697,-0.3652287984152512
-3.484848484848485,-4.696969696969697,-0.4210675326344015
-3.383838383838384,-4.696969696969697,-0.4743628312470114
-3.282828282828283,-4.696969696969697,-0.5249853539056978
-3.1818181818181817,-4.696969696969697,-0.5728342481988234
-3.080808080808081,-4.696969696969697,-0.6178365027839967
-2.9797979797979797,-4.696969696969697,-0.6599460589034092
-2.878787878787879,-4.696969696969697,-0.6991427007621213
-2.7777777777777777,-4.696969696969697,-0.7354307468053894
-2.676767676767677,-4.696969696969697,-0.7688375651393349
-2.5757575757575757,-4.696969696969697,-0.7994119371937731
-2.474747474747475,-4.696969696969697,-0.8272222942249512
-2.3737373737373737,-4.696969696969697,-0.8523548514029256
-2.272727272727273,-4.696969696969697,-0.8749116640322753
-2.1717171717171717,-4.696969696969697,-0.8950086299302557
-2.070707070707071,-4.696969696969697,-0.9127734611529805
-1.9696969696969697,-4.696969696969697,-0.9283436471427184
-1.868686868686869,-4.696969696969697,-0.9418644299975947
-1.7676767676767677,-4.696969696969697,-0.9534868109731554
-1.6666666666666665,-4.696969696969697,-0.9633656055515963
-1.5656565656565657,-4.696969696969697,-0.9716575625006716
-1.4646464646464645,-4.696969696969697,-0.9785195603345842
-1.3636363636363638,-4.696969696969697,-0.9841068925297002
-1.2626262626262625,-4.696969696969697,-0.9885716507855189
-1.1616161616161618,-4.696969696969697,-0.99206121360264
-1.0606060606060606,-4.696969696969697,-0.9947168455195956
-0.9595959595959593,-4.696969696969697,-0.9966724105518007
-0.858585858585859,-4.696969696969697,-0.9980532017469792
-0.7575757575757578,-4.696969696969697,-0.9989748873454951
-0.6565656565656566,-4.696969696969697,-0.9995425728379274
-0.5555555555555554,-4.696969696969697,-0.9998499772654605
-0.45454545454545503,-4.696969696969697,-0.9999787214224295
-0.3535353535353538,-4.696969696969697,-0.9999977251970503
-0.2525252525252526,-4.696969696969697,-0.9999627111192332
-0.15151515151515138,-4.696969696969697,-0.9999158112575522
-0.050505050505050164,-4.696969696969697,-0.999885274896383
0.050505050505050164,-4.696969696969697,-0.999885274896383
0.15151515151515138,-4.696969696969697,-0.9999158112575522
0.2525252525252526,-4.696969696969697,-0.9999627111192332
0.3535353535353538,-4.696969696969697,-0.9999977251970503
0.45454545454545414,-4.696969696969697,-0.9999787214224295
0.5555555555555554,-4.696969696969697,-0.9998499772654605
0.6565656565656566,-4.696969696969697,-0.9995425728379274
0.7575757575757578,-4.696969696969697,-0.9989748873454951
0.8585858585858581,-4.696969696969697,-0.9980532017469792
0.9595959595959593,-4.696969696969697,-0.9966724105518007
1.0606060606060606,-4.696969696969697,-0.9947168455195956
1.1616161616161618,-4.696969696969697,-0.99206121360264
1.262626262626262,-4.696969696969697,-0.9885716507855189
1.3636363636363633,-4.696969696969697,-0.9841068925297002
1.4646464646464645,-4.696969696969697,-0.9785195603345842
1.5656565656565657,-4.696969696969697,-0.9716575625006716
1.666666666666667,-4.696969696969697,-0.9633656055515963
1.7676767676767673,-4.696969696969697,-0.9534868109731554
1.8686868686868685,-4.696969696969697,-0.9418644299975947
1.9696969696969697,-4.696969696969697,-0.9283436471427184
2.070707070707071,-4.696969696969697,-0.9127734611529805
2.1717171717171713,-4.696969696969697,-0.8950086299302557
2.2727272727272725,-4.696969696969697,-0.8749116640322753
2.3737373737373737,-4.696969696969697,-0.8523548514029256
2.474747474747475,-4.696969696969697,-0.8272222942249512
2.5757575757575752,-4.696969696969697,-0.7994119371937731
2.6767676767676765,-4.696969696969697,-0.7688375651393349
2.7777777777777777,-4.696969696969697,-0.7354307468053894
2.878787878787879,-4.696969696969697,-0.6991427007621213
2.9797979797979792,-4.696969696969697,-0.6599460589034092
3.0808080808080813,-4.696969696969697,-0.6178365027839967
3.1818181818181817,-4.696969696969697,-0.5728342481988234
3.282828282828282,-4.696969696969697,-0.5249853539056978
3.383838383838384,-4.696969696969697,-0.4743628312470114
3.4848484848484844,-4.696969696969697,-0.4210675326344015
3.5858585858585865,-4.696969696969697,-0.36522879841525036
3.686868686868687,-4.696969696969697,-0.3070048435294993
3.787878787878787,-4.696969696969697,-0.24658286757254014
3.8888888888888893,-4.696969696969697,-0.18417887438351274
3.9898989898989896,-4.696969696969697,-0.12003719005239501
4.09090909090909,-4.696969696969697,-0.05442967125419315
4.191919191919192,-4.696969696969697,0.012345400958584343
4.292929292929292,-4.696969696969697,0.07996474337970183
4.3939393939393945,-4.696969696969697,0.14808180683654434
4.494949494949495,-4.696969696969697,0.21632882066943113
4.595959595959595,-4.696969696969697,0.28431913616342525
4.696969696969697,-4.696969696969697,0.35164985591992803
4.797979797979798,-4.696969696969697,0.41790473252180016
4.8989898989899,-4.696969696969697,0.482657316296161
5.0,-4.696969696969697,0.5454743285580685
-5.0,-4.595959595959596,0.4866010284404519
-4.898989898989899,-4.595959595959596,0.4206632477916093
-4.797979797979798,-4.595959595959596,0.353087191215831
-4.696969696969697,-4.595959595959596,0.28431913616342525
-4.595959595959596,-4.595959595959596,0.21479613270455844
-4.494949494949495,-4.595959595959596,0.14494259150073874
-4.393939393939394,-4.595959595959596,0.0751671185795762
-4.292929292929293,-4.595959595959596,0.005859620312240704
-4.191919191919192,-4.595959595959596,-0.06261130163429002
-4.090909090909091,-4.595959595959596,-0.12990064934862758
-3.9898989898989896,-4.595959595959596,-0.1956890095358965
-3.888888888888889,-4.595959595959596,-0.25968420785148494
-3.787878787878788,-4.595959595959596,-0.32162263221196163
-3.686868686868687,-4.595959595959596,-0.38127022436636443
-3.5858585858585856,-4.595959595959596,-0.4384231426832168
-3.484848484848485,-4.595959595959596,-0.49290810263148555
-3.383838383838384,-4.595959595959596,-0.5445824047667872
-3.282828282828283,-4.595959595959596,-0.5933336631399135
-3.1818181818181817,-4.595959595959596,-0.6390792498887714
-3.080808080808081,-4.595959595959596,-0.6817654743264083
-2.9797979797979797,-4.595959595959596,-0.7213665170702688
-2.878787878787879,-4.595959595959596,-0.7578831416489041
-2.7777777777777777,-4.595959595959596,-0.791341207554703
-2.676767676767677,-4.595959595959596,-0.8217900098722221
-2.5757575757575757,-4.595959595959596,-0.8493004713945164
-2.474747474747475,-4.595959595959596,-0.8739632135426525
-2.3737373737373737,-4.595959595959596,-0.8958865324306834
-2.272727272727273,-4.595959595959596,-0.9151943060794155
-2.1717171717171717,-4.595959595959596,-0.9320238580930658
-2.070707070707071,-4.595959595959596,-0.9465238020947077
-1.9696969696969697,-4.595959595959596,-0.9588518898962103
-1.868686868686869,-4.595959595959596,-0.9691728847884665
-1.7676767676767677,-4.595959595959596,-0.9776564795154252
-1.6666666666666665,-4.595959595959596,-0.9844752764825282
-1.5656565656565657,-4.595959595959596,-0.9898028455923361
-1.4646464646464645,-4.595959595959596,-0.9938118728461992
-1.3636363636363638,-4.595959595959596,-0.9966724105518007
-1.2626262626262625,-4.595959595959596,-0.9985502376844229
-1.1616161616161618,-4.595959595959596,-0.999605336716956
-1.0606060606060606,-4.595959595959596,-0.9999904911106628
-0.9595959595959593,-4.595959595959596,-0.9998500056934464
-0.858585858585859,-4.595959595959596,-0.9993185503884483
-0.7575757575757578,-4.595959595959596,-0.9985201262311671
-0.6565656565656566,-4.595959595959596,-0.9975671513586649
-0.5555555555555554,-4.595959595959596,-0.9965596636922955
-0.45454545454545503,-4.595959595959596,-0.9955846363786905
-0.3535353535353538,-4.595959595959596,-0.9947154017052959
-0.2525252525252526,-4.595959595959596,-0.9940111791587546
-0.15151515151515138,-4.595959595959596,-0.9935167035284442
-0.050505050505050164,-4.595959595959596,-0.9932619494448148
0.050505050505050164,-4.595959595959596,-0.9932619494448148
0.15151515151515138,-4.595959595959596,-0.9935167035284442
0.2525252525252526,-4.595959595959596,-0.9940111791587546
0.3535353535353538,-4.595959595959596,-0.9947154017052959
0.45454545454545414,-4.595959595959596,-0.9955846363786905
0.5555555555555554,-4.595959595959596,-0.9965596636922955
0.6565656565656566,-4.595959595959596,-0.9975671513586649
0.7575757575757578,-4.595959595959596,-0.9985201262311671
0.8585858585858581,-4.595959595959596,-0.9993185503884483
0.9595959595959593,-4.595959595959596,-0.9998500056934464
1.0606060606060606,-4.595959595959596,-0.9999904911106628
1.1616161616161618,-4.595959595959596,-0.999605336716956
1.262626262626262,-4.595959595959596,-0.9985502376844229
1.3636363636363633,-4.595959595959596,-0.9966724105518007
1.4646464646464645,-4.595959595959596,-0.9938118728461992
1.5656565656565657,-4.595959595959596,-0.9898028455923361
1.666666666666667,-4.595959595959596,-0.9844752764825282
1.7676767676767673,-4.595959595959596,-0.9776564795154252
1.8686868686868685,-4.595959595959596,-0.9691728847884665
1.9696969696969697,-4.595959595959596,-0.9588518898962103
2.070707070707071,-4.595959595959596,-0.9465238020947077
2.1717171717171713,-4.595959595959596,-0.9320238580930658
2.2727272727272725,-4.595959595959596,-0.9151943060794159
2.3737373737373737,-4.595959595959596,-0.8958865324306834
2.474747474747475,-4.595959595959596,-0.8739632135426525
2.5757575757575752,-4.595959595959596,-0.8493004713945164
2.6767676767676765,-4.595959595959596,-0.8217900098722221
2.7777777777777777,-4.595959595959596,-0.791341207554703
2.878787878787879,-4.595959595959596,-0.7578831416489041
2.9797979797979792,-4.595959595959596,-0.7213665170702688
3.0808080808080813,-4.595959595959596,-0.6817654743264083
3.1818181818181817,-4.595959595959596,-0.6390792498887714
3.282828282828282,-4.595959595959596,-0.5933336631399142
3.383838383838384,-4.595959595959596,-0.5445824047667872
3.4848484848484844,-4.595959595959596,-0.49290810263148555
3.5858585858585865,-4.595959595959596,-0.4384231426832168
3.686868686868687,-4.595959595959596,-0.38127022436636443
3.787878787878787,-4.595959595959596,-0.32162263221196163
3.8888888888888893,-4.595959595959596,-0.25968420785148494
3.9898989898989896,-4.595959595959596,-0.1956890095358965
4.09090909090909,-4.595959595959596,-0.12990064934862758
4.191919191919192,-4.595959595959596,-0.06261130163429002
4.292929292929292,-4.595959595959596,0.005859620312239816
4.3939393939393945,-4.595959595959596,0.07516711857957797
4.494949494949495,-4.595959595959596,0.14494259150073874
4.595959595959595,-4.595959595959596,0.21479613270455758
4.696969696969697,-4.595959595959596,0.28431913616342525
4.797979797979798,-4.595959595959596,0.353087191215831
4.8989898989899,-4.595959595959596,0.4206632477916093
5.0,-4.595959595959596,0.4866010284404519
-5.0,-4.494949494949495,0.42616487490195226
-4.898989898989899,-4.494949494949495,0.3573921982659589
-4.797979797979798,-4.494949494949495,0.28729415184477736
-4.696969696969697,-4.494949494949495,0.21632882066943113
-4.595959595959596,-4.494949494949495,0.14494259150073874
-4.494949494949495,-4.494949494949495,0.07356671070758054
-4.393939393939394,-4.494949494949495,0.0026141107409237145
-4.292929292929293,-4.494949494949495,-0.06752347167863455
-4.191919191919192,-4.494949494949495,-0.13647806637973514
-4.090909090909091,-4.494949494949495,-0.20390771424084014
-3.9898989898989896,-4.494949494949495,-0.2694983740723702
-3.888888888888889,-4.494949494949495,-0.3329654846251503
-3.787878787878788,-4.494949494949495,-0.3940551784868121
-3.686868686868687,-4.494949494949495,-0.45254514856897593
-3.5858585858585856,-4.494949494949495,-0.5082451717073332
-3.484848484848485,-4.494949494949495,-0.5609972975496227
-3.383838383838384,-4.494949494949495,-0.6106757143511862
-3.282828282828283,-4.494949494949495,-0.6571863064950186
